"","rep","site_code","factor","microsite_number","month","day","year","filename","animal.hit","identified_by","class","order","family","genus","species","common_name","scientific_name","timestamp","number_of_objects"
"910",186742,"Soda_Lake_Shrub","Open",1,"May","4th",2023,"IMAG0736.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-13 18:42",1
"911",186755,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0103.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 4:54",1
"912",186756,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0079.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 5:52",1
"913",186758,"Soda_Lake_Shrub","Mimic",3,"May","12th",2023,"IMAG0188.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 6:50",1
"914",186767,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0134.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 6:53",1
"915",186807,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0408.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-20 7:27",1
"916",186811,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0257.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 6:23",1
"917",186814,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0496.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 7:13",1
"918",186819,"Soda_Lake_Shrub","Mimic",1,"May","12th",2023,"IMAG1517.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 12:25",1
"919",186854,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG0371.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 5:28",1
"920",186855,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG0333.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 6:58",1
"921",186856,"Soda_Lake_Shrub","Shrub",2,"May","20th",2023,"IMAG0133.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-23 12:14",1
"922",186889,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0291.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 8:14",1
"923",186890,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0584.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-24 9:22",1
"924",186893,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0300.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 9:51",1
"925",186894,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0305.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 10:33",1
"926",186974,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1164.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 5:44",1
"927",186981,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0908.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 9:12",1
"928",186982,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG1633.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 10:14",1
"929",186983,"Cuyama_1","Open",4,"May","20th",2023,"IMAG1607.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-26 7:21",1
"930",186984,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0952.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 13:03",1
"931",187004,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1444.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 8:08",1
"932",187005,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1190.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 9:13",1
"933",187042,"Soda_Lake_Shrub","Shrub",2,"May","20th",2023,"IMAG0836.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 7:08",1
"934",187072,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0868.jpg",1,"Mario Zuliani","Aves","Passeriformes","Alaudidae","Eremophila","alpestris","Horned Lark","Eremophila alpestris","2022-01-29 16:42",1
"935",187088,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0407.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-30 17:14",1
"936",190119,"Cuyama_1","Open",4,"May","12th",2023,"IMAG0202.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 6:53",1
"937",190233,"Cuyama_1","Open",4,"May","12th",2023,"IMAG1527.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 5:43",1
"938",190234,"Cuyama_1","Open",4,"May","12th",2023,"IMAG1540.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 9:34",1
"939",191153,"Cuyama_3","Mimic",5,"April","30th",2023,"IMAG0445.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-03 4:10",1
"940",194579,"Soda_Lake_Open","Mimic",2,"May","12th",2023,"IMAG1500.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 8:21",1
"941",194605,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0872.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 5:35",1
"942",194609,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0877.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Chaetodipus","californicus","California Pocket Mouse","Chaetodipus californicus","2022-01-18 7:14",1
"943",194635,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1552.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 6:38",1
"944",194651,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1973.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","ingens","Giant Kangaroo Rat","Dipodomys ingens","2022-01-21 12:26",1
"945",194652,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1974.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","ingens","Giant Kangaroo Rat","Dipodomys ingens","2022-01-21 12:27",1
"946",194665,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0385.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 12:53",1
"947",194666,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0388.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 13:28",1
"948",194692,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1005.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 6:12",1
"949",194693,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1013.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 6:54",1
"950",194696,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1221.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 5:18",1
"951",194697,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1231.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:43",1
"952",194698,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1234.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:54",1
"953",194699,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1238.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 9:50",1
"954",194722,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1998.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 9:23",1
"955",194723,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0005.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-22 13:29",1
"956",194724,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0021.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-22 16:59",1
"957",194728,"Soda_Lake_Open","Open",3,"May","12th",2023,"IMAG0850.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:27",1
"958",194729,"Soda_Lake_Open","Open",3,"May","12th",2023,"IMAG0660.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-19 15:13",1
"959",194748,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0942.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 6:30",1
"960",194756,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG0176.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 3:47",1
"961",195292,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0234.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-06 8:37",1
"962",195293,"Soda_Lake_Shrub","Open",1,"April","30th",2023,"IMAG0978.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-08 8:14",1
"963",199834,"Soda_Lake_Shrub","Open",7,"May","4th",2023,"IMAG0666.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-12 5:34",1
"964",199858,"Soda_Lake_Shrub","Open",1,"May","4th",2023,"IMAG0827.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-14 14:35",1
"965",199863,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0013.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 6:40",1
"966",199865,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG0295.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 12:04",1
"967",199878,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0122.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 4:10",1
"968",199879,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG0426.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 4:40",1
"969",199880,"Soda_Lake_Shrub","Shrub",3,"May","12th",2023,"IMAG0012.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 5:00",1
"970",199884,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0842.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 8:30",1
"971",199917,"Soda_Lake_Shrub","Open",5,"May","12th",2023,"IMAG0892.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 3:53",1
"972",199925,"Soda_Lake_Shrub","Mimic",5,"May","12th",2023,"IMAG0861.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 11:10",1
"973",199926,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG1328.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 12:20",1
"974",199959,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0091.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 8:37",1
"975",199960,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0396.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 8:40",1
"976",199961,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG0339.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 9:00",1
"977",199962,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0399.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 9:10",1
"978",199998,"Cuyama_1","Open",4,"May","20th",2023,"IMAG0767.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 5:37",1
"979",200001,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0317.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 11:42",1
"980",200002,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0886.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 12:22",1
"981",200006,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0889.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-24 14:30",1
"982",200036,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG1192.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 4:42",1
"983",200037,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0886.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 8:18",1
"984",200040,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0629.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 5:21",1
"985",200041,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0889.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 9:11",1
"986",200042,"Soda_Lake_Shrub","Mimic",1,"May","20th",2023,"IMAG0640.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 11:57",1
"987",200075,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0889.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 5:56",1
"988",200079,"Cuyama_1","Open",3,"May","20th",2023,"IMAG1221.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Sylvilagus","audubonii","Desert Cottontail","Sylvilagus audubonii","2022-01-26 5:22",1
"989",200081,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1175.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 8:55",1
"990",200082,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1184.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 10:12",1
"991",200083,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0934.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 11:22",1
"992",200099,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG1421.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 8:50",1
"993",200100,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1194.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 9:23",1
"994",200101,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1248.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 12:36",1
"995",200129,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0745.jpg",1,"Mario Zuliani","Aves","Galliformes","Odontophoridae","Callipepla","californica","California Quail","Callipepla californica","2022-01-27 23:48",1
"996",200130,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0748.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-27 23:51",1
"997",205635,"Cuyama_3","Mimic",4,"May","12th",2023,"IMAG0702.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 6:23",1
"998",207879,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0050.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 5:54",1
"999",207907,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0944.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-18 18:05",1
"1000",207935,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1970.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 11:25",1
"1001",207944,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0382.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 10:18",1
"1002",207945,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0410.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-22 17:09",1
"1003",207946,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0050.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 8:49",1
"1004",207954,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0215.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 7:10",1
"1005",208009,"Soda_Lake_Open","Open",3,"May","12th",2023,"IMAG0033.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 7:53",1
"1006",208010,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG0030.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 10:01",1
"1007",208011,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG0652.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 8:58",1
"1008",208012,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG1019.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 3:42",1
"1009",208013,"Soda_Lake_Open","Open",3,"May","12th",2023,"IMAG0848.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:20",1
"1010",208014,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG1037.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-19 11:27",1
"1011",208017,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0023.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 9:46",1
"1012",208028,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0329.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 4:30",1
"1013",208029,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0338.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 9:00",1
"1014",208040,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG1745.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 10:00",1
"1015",208041,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0961.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-21 15:20",1
"1016",208395,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG1731.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 6:19",1
"1017",208567,"Soda_Lake_Shrub","Open",6,"April","30th",2023,"IMAG0473.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-05 11:46",1
